threshold,accuracy,precision,recall,f1,macro_precision,macro_recall,macro_f1,recall_123,recall_45,auc_pr,auc_roc,method
0.011,0.6225812340270171,0.6225812340270171,1.0,0.767396073578219,0.3112906170135086,0.5,0.3836980367891095,0.0,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.012,0.6225812340270171,0.6225812340270171,1.0,0.767396073578219,0.3112906170135086,0.5,0.3836980367891095,0.0,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.013000000000000001,0.6225812340270171,0.6225812340270171,1.0,0.767396073578219,0.3112906170135086,0.5,0.3836980367891095,0.0,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.014,0.6225812340270171,0.6225812340270171,1.0,0.767396073578219,0.3112906170135086,0.5,0.3836980367891095,0.0,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.015,0.6225812340270171,0.6225812340270171,1.0,0.767396073578219,0.3112906170135086,0.5,0.3836980367891095,0.0,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.016,0.6225812340270171,0.6225812340270171,1.0,0.767396073578219,0.3112906170135086,0.5,0.3836980367891095,0.0,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.017,0.6225812340270171,0.6225812340270171,1.0,0.767396073578219,0.3112906170135086,0.5,0.3836980367891095,0.0,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.018000000000000002,0.6225812340270171,0.6225812340270171,1.0,0.767396073578219,0.3112906170135086,0.5,0.3836980367891095,0.0,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.019,0.6225812340270171,0.6225812340270171,1.0,0.767396073578219,0.3112906170135086,0.5,0.3836980367891095,0.0,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.02,0.6225812340270171,0.6225812340270171,1.0,0.767396073578219,0.3112906170135086,0.5,0.3836980367891095,0.0,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.021,0.6225812340270171,0.6225812340270171,1.0,0.767396073578219,0.3112906170135086,0.5,0.3836980367891095,0.0,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.022,0.6225812340270171,0.6225812340270171,1.0,0.767396073578219,0.3112906170135086,0.5,0.3836980367891095,0.0,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.023,0.6225812340270171,0.6225812340270171,1.0,0.767396073578219,0.3112906170135086,0.5,0.3836980367891095,0.0,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.024,0.6225812340270171,0.6225812340270171,1.0,0.767396073578219,0.3112906170135086,0.5,0.3836980367891095,0.0,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.025,0.6225812340270171,0.6225812340270171,1.0,0.767396073578219,0.3112906170135086,0.5,0.3836980367891095,0.0,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.026000000000000002,0.6225812340270171,0.6225812340270171,1.0,0.767396073578219,0.3112906170135086,0.5,0.3836980367891095,0.0,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.027,0.6225812340270171,0.6225812340270171,1.0,0.767396073578219,0.3112906170135086,0.5,0.3836980367891095,0.0,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.028,0.6225812340270171,0.6225812340270171,1.0,0.767396073578219,0.3112906170135086,0.5,0.3836980367891095,0.0,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.029,0.6225812340270171,0.6225812340270171,1.0,0.767396073578219,0.3112906170135086,0.5,0.3836980367891095,0.0,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.03,0.6225812340270171,0.6225812340270171,1.0,0.767396073578219,0.3112906170135086,0.5,0.3836980367891095,0.0,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.031,0.6225812340270171,0.6225812340270171,1.0,0.767396073578219,0.3112906170135086,0.5,0.3836980367891095,0.0,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.032,0.6225812340270171,0.6225812340270171,1.0,0.767396073578219,0.3112906170135086,0.5,0.3836980367891095,0.0,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.033,0.6225812340270171,0.6225812340270171,1.0,0.767396073578219,0.3112906170135086,0.5,0.3836980367891095,0.0,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.034,0.6225812340270171,0.6225812340270171,1.0,0.767396073578219,0.3112906170135086,0.5,0.3836980367891095,0.0,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.035,0.6225812340270171,0.6225812340270171,1.0,0.767396073578219,0.3112906170135086,0.5,0.3836980367891095,0.0,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.036000000000000004,0.6225812340270171,0.6225812340270171,1.0,0.767396073578219,0.3112906170135086,0.5,0.3836980367891095,0.0,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.037,0.6225812340270171,0.6225812340270171,1.0,0.767396073578219,0.3112906170135086,0.5,0.3836980367891095,0.0,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.038,0.6225812340270171,0.6225812340270171,1.0,0.767396073578219,0.3112906170135086,0.5,0.3836980367891095,0.0,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.039,0.6225812340270171,0.6225812340270171,1.0,0.767396073578219,0.3112906170135086,0.5,0.3836980367891095,0.0,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.04,0.6225812340270171,0.6225812340270171,1.0,0.767396073578219,0.3112906170135086,0.5,0.3836980367891095,0.0,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.041,0.6226725082146769,0.6226380648105888,1.0,0.7674392439243924,0.8113190324052943,0.5001209189842806,0.38396140145929486,0.0002418379685610641,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.042,0.6226725082146769,0.6226380648105888,1.0,0.7674392439243924,0.8113190324052943,0.5001209189842806,0.38396140145929486,0.0002418379685610641,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.043000000000000003,0.6226725082146769,0.6226380648105888,1.0,0.7674392439243924,0.8113190324052943,0.5001209189842806,0.38396140145929486,0.0002418379685610641,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.044,0.6226725082146769,0.6226380648105888,1.0,0.7674392439243924,0.8113190324052943,0.5001209189842806,0.38396140145929486,0.0002418379685610641,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.045,0.6226725082146769,0.6226380648105888,1.0,0.7674392439243924,0.8113190324052943,0.5001209189842806,0.38396140145929486,0.0002418379685610641,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.046,0.6226725082146769,0.6226380648105888,1.0,0.7674392439243924,0.8113190324052943,0.5001209189842806,0.38396140145929486,0.0002418379685610641,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.047,0.6226725082146769,0.6226380648105888,1.0,0.7674392439243924,0.8113190324052943,0.5001209189842806,0.38396140145929486,0.0002418379685610641,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.048,0.6226725082146769,0.6226380648105888,1.0,0.7674392439243924,0.8113190324052943,0.5001209189842806,0.38396140145929486,0.0002418379685610641,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.049,0.6226725082146769,0.6226380648105888,1.0,0.7674392439243924,0.8113190324052943,0.5001209189842806,0.38396140145929486,0.0002418379685610641,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.05,0.6226725082146769,0.6226380648105888,1.0,0.7674392439243924,0.8113190324052943,0.5001209189842806,0.38396140145929486,0.0002418379685610641,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.051000000000000004,0.6226725082146769,0.6226380648105888,1.0,0.7674392439243924,0.8113190324052943,0.5001209189842806,0.38396140145929486,0.0002418379685610641,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.052000000000000005,0.6226725082146769,0.6226380648105888,1.0,0.7674392439243924,0.8113190324052943,0.5001209189842806,0.38396140145929486,0.0002418379685610641,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.053,0.6226725082146769,0.6226380648105888,1.0,0.7674392439243924,0.8113190324052943,0.5001209189842806,0.38396140145929486,0.0002418379685610641,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.054,0.6227637824023367,0.6226949059704218,1.0,0.7674824191279888,0.8113474529852109,0.500241837968561,0.384224651671802,0.0004836759371221282,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.055,0.6227637824023367,0.6226949059704218,1.0,0.7674824191279888,0.8113474529852109,0.500241837968561,0.384224651671802,0.0004836759371221282,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.056,0.6227637824023367,0.6226949059704218,1.0,0.7674824191279888,0.8113474529852109,0.500241837968561,0.384224651671802,0.0004836759371221282,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.057,0.6227637824023367,0.6226949059704218,1.0,0.7674824191279888,0.8113474529852109,0.500241837968561,0.384224651671802,0.0004836759371221282,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.058,0.6227637824023367,0.6226949059704218,1.0,0.7674824191279888,0.8113474529852109,0.500241837968561,0.384224651671802,0.0004836759371221282,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.059000000000000004,0.6227637824023367,0.6226949059704218,1.0,0.7674824191279888,0.8113474529852109,0.500241837968561,0.384224651671802,0.0004836759371221282,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.06,0.6227637824023367,0.6226949059704218,1.0,0.7674824191279888,0.8113474529852109,0.500241837968561,0.384224651671802,0.0004836759371221282,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.061,0.6228550565899964,0.6227517575093582,1.0,0.7675255991898279,0.8113758787546791,0.5003627569528416,0.384487787511782,0.0007255139056831923,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.062,0.6228550565899964,0.6227517575093582,1.0,0.7675255991898279,0.8113758787546791,0.5003627569528416,0.384487787511782,0.0007255139056831923,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.063,0.6228550565899964,0.6227517575093582,1.0,0.7675255991898279,0.8113758787546791,0.5003627569528416,0.384487787511782,0.0007255139056831923,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.064,0.6228550565899964,0.6227517575093582,1.0,0.7675255991898279,0.8113758787546791,0.5003627569528416,0.384487787511782,0.0007255139056831923,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.065,0.6228550565899964,0.6227517575093582,1.0,0.7675255991898279,0.8113758787546791,0.5003627569528416,0.384487787511782,0.0007255139056831923,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.066,0.6230376049653158,0.6228654917359145,1.0,0.7676119738915147,0.8114327458679573,0.5006045949214026,0.3850137164143564,0.0012091898428053204,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.067,0.6230376049653158,0.6228654917359145,1.0,0.7676119738915147,0.8114327458679573,0.5006045949214026,0.3850137164143564,0.0012091898428053204,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.068,0.6231288791529755,0.6229223744292237,1.0,0.7676551685330032,0.8114611872146118,0.5007255139056832,0.3852765096468445,0.0014510278113663846,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.069,0.6231288791529755,0.6229223744292237,1.0,0.7676551685330032,0.8114611872146118,0.5007255139056832,0.3852765096468445,0.0014510278113663846,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.07,0.6231288791529755,0.6229223744292237,1.0,0.7676551685330032,0.8114611872146118,0.5007255139056832,0.3852765096468445,0.0014510278113663846,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.07100000000000001,0.6231288791529755,0.6229223744292237,1.0,0.7676551685330032,0.8114611872146118,0.5007255139056832,0.3852765096468445,0.0014510278113663846,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.07200000000000001,0.6232201533406353,0.6229792675130149,1.0,0.7676983680360158,0.8114896337565074,0.5008464328899638,0.3855391888465931,0.0016928657799274486,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.073,0.6232201533406353,0.6229792675130149,1.0,0.7676983680360158,0.8114896337565074,0.5008464328899638,0.3855391888465931,0.0016928657799274486,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.074,0.6232201533406353,0.6229792675130149,1.0,0.7676983680360158,0.8114896337565074,0.5008464328899638,0.3855391888465931,0.0016928657799274486,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.075,0.6232201533406353,0.6229792675130149,1.0,0.7676983680360158,0.8114896337565074,0.5008464328899638,0.3855391888465931,0.0016928657799274486,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.076,0.623311427528295,0.6230361709901352,1.0,0.7677415724013732,0.8115180854950677,0.5009673518742442,0.3858017540983453,0.0019347037484885128,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.077,0.623311427528295,0.6230361709901352,1.0,0.7677415724013732,0.8115180854950677,0.5009673518742442,0.3858017540983453,0.0019347037484885128,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.078,0.623311427528295,0.6230361709901352,1.0,0.7677415724013732,0.8115180854950677,0.5009673518742442,0.3858017540983453,0.0019347037484885128,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.079,0.623311427528295,0.6230361709901352,1.0,0.7677415724013732,0.8115180854950677,0.5009673518742442,0.3858017540983453,0.0019347037484885128,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.08,0.623311427528295,0.6230361709901352,1.0,0.7677415724013732,0.8115180854950677,0.5009673518742442,0.3858017540983453,0.0019347037484885128,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.081,0.6234027017159547,0.623093084863433,1.0,0.7677847816298965,0.8115465424317165,0.5010882708585248,0.3860642054867629,0.002176541717049577,1.0,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.082,0.6234027017159547,0.6231155778894473,0.9998533939305088,0.7677586400990656,0.7661032434901782,0.5011358868080596,0.38629128338769003,0.0024183796856106408,0.9998533939305088,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.083,0.6234027017159547,0.6231155778894473,0.9998533939305088,0.7677586400990656,0.7661032434901782,0.5011358868080596,0.38629128338769003,0.0024183796856106408,0.9998533939305088,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.084,0.6234027017159547,0.6231155778894473,0.9998533939305088,0.7677586400990656,0.7661032434901782,0.5011358868080596,0.38629128338769003,0.0024183796856106408,0.9998533939305088,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.085,0.6234027017159547,0.6231155778894473,0.9998533939305088,0.7677586400990656,0.7661032434901782,0.5011358868080596,0.38629128338769003,0.0024183796856106408,0.9998533939305088,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.08600000000000001,0.6234939759036144,0.623172514619883,0.9998533939305088,0.7678018575851393,0.7699195906432748,0.5012568057923402,0.38655344868646885,0.002660217654171705,0.9998533939305088,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.08700000000000001,0.6234939759036144,0.623172514619883,0.9998533939305088,0.7678018575851393,0.7699195906432748,0.5012568057923402,0.38655344868646885,0.002660217654171705,0.9998533939305088,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.088,0.6234027017159547,0.6231380791373481,0.9997067878610174,0.7677324926818284,0.7346459626455971,0.5011835027575946,0.3865181267652151,0.002660217654171705,0.9997067878610174,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.089,0.6236765242789339,0.623308957952468,0.9997067878610174,0.7678621699228647,0.749154478976234,0.5015462597104362,0.38730376624305124,0.003385731559854897,0.9997067878610174,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.09,0.6236765242789339,0.623308957952468,0.9997067878610174,0.7678621699228647,0.749154478976234,0.5015462597104362,0.38730376624305124,0.003385731559854897,0.9997067878610174,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.091,0.6236765242789339,0.6233315048454928,0.9995601817915262,0.767836026803311,0.7283324190894132,0.501593875659971,0.3875298602593487,0.0036275695284159614,0.9995601817915262,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.092,0.6241328952172326,0.6236391912908242,0.9994135757220349,0.7680261378999549,0.7318195956454121,0.5022460865309086,0.38906114587305435,0.005078597339782346,0.9994135757220349,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.093,0.6242241694048923,0.6236962488563587,0.9994135757220349,0.7680694045405893,0.7349250475051023,0.5023670055151892,0.3893218928494823,0.00532043530834341,0.9994135757220349,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.094,0.624315443592552,0.623753316863391,0.9994135757220349,0.768112676056338,0.7378025843576215,0.5024879244994697,0.3895825273602209,0.005562273276904474,0.9994135757220349,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.095,0.6244067177802117,0.6238103953147877,0.9994135757220349,0.7681559524480253,0.7404766262288224,0.5026088434837502,0.38984304948848536,0.005804111245465538,0.9994135757220349,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.096,0.6245892661555312,0.6239472720615159,0.9992669696525436,0.7682163989856298,0.7338486360307579,0.5028982974018461,0.39058768113428355,0.0065296251511487305,0.9992669696525436,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.097,0.624680540343191,0.6240043943971436,0.9992669696525436,0.7682596934174932,0.7362446214409961,0.5030192163861267,0.3908476969966545,0.006771463119709794,0.9992669696525436,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.098,0.624680540343191,0.6240043943971436,0.9992669696525436,0.7682596934174932,0.7362446214409961,0.5030192163861267,0.3908476969966545,0.006771463119709794,0.9992669696525436,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.099,0.624680540343191,0.6240271037450783,0.9991203635830523,0.7682335700597452,0.7262992661582535,0.5030668323356616,0.39107122148071194,0.007013301088270859,0.9991203635830523,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.1,0.6250456370938299,0.6242557479160942,0.9991203635830523,0.7684068102379074,0.7352047970349702,0.5035505082727837,0.39210949040884346,0.007980652962515114,0.9991203635830523,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.101,0.6251369112814896,0.6243129351410773,0.9991203635830523,0.7684501324914021,0.7371564675705387,0.5036714272570643,0.3923687788205514,0.008222490931076179,0.9991203635830523,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.10200000000000001,0.6252281854691494,0.6243701328447091,0.9991203635830523,0.7684934596301308,0.7390143347150375,0.5037923462413448,0.39262795586870525,0.008464328899637243,0.9991203635830523,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.10300000000000001,0.6252281854691494,0.6243701328447091,0.9991203635830523,0.7684934596301308,0.7390143347150375,0.5037923462413448,0.39262795586870525,0.008464328899637243,0.9991203635830523,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.10400000000000001,0.6251369112814896,0.6243357155946491,0.9989737575135611,0.768424020298844,0.7288345244639912,0.5037190432065992,0.39259122968497384,0.008464328899637243,0.9989737575135611,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.105,0.6252281854691494,0.6243929258682306,0.9989737575135611,0.7684673508514718,0.730801114096906,0.5038399621908797,0.3928502383745152,0.008706166868198308,0.9989737575135611,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.106,0.625319459656809,0.6244501466275659,0.9989737575135611,0.7685106862910956,0.7326796187683284,0.5039608811751602,0.3931091359189386,0.00894800483675937,0.9989737575135611,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.107,0.625684556407448,0.6247019988996882,0.9988271514440697,0.7686579793535285,0.732350999449844,0.5044921730618173,0.39436483197067107,0.010157194679564692,0.9988271514440697,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.108,0.6257758305951077,0.6247592847317744,0.9988271514440697,0.7687013426604987,0.7339482698168676,0.5046130920460977,0.3946230076895422,0.010399032648125755,0.9988271514440697,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.109,0.6258671047827674,0.6248394789946798,0.9986805453745785,0.7687186142300965,0.7290864061640066,0.5047816269799132,0.39510172774049584,0.010882708585247884,0.9986805453745785,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.11,0.6260496531580869,0.624954128440367,0.9986805453745785,0.7688053721573275,0.7321199213630407,0.5050234649484743,0.39561719335616313,0.011366384522370012,0.9986805453745785,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.111,0.6262322015334063,0.6250688199669664,0.9986805453745785,0.768892149669846,0.7349482030869314,0.5052653029170353,0.39613221840754403,0.01185006045949214,0.9986805453745785,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.112,0.6261409273457467,0.6250344131412315,0.9985339393050873,0.7688226662151484,0.7277714438587514,0.5051919998822897,0.3960946902844936,0.01185006045949214,0.9985339393050873,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.113,0.6264147499087258,0.6252295262578039,0.9983873332355959,0.7689267769434879,0.726677263128902,0.5056023727846661,0.39708544134147483,0.012817412333736396,0.9983873332355959,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.114,0.6268711208470245,0.6255166712593001,0.9983873332355959,0.7691438897673368,0.7330481907021138,0.5062069677060688,0.3983683292794819,0.014026602176541718,0.9983873332355959,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.115,0.627053669222344,0.6256316031235646,0.9983873332355959,0.7692307692307693,0.7353510128293879,0.5064488056746299,0.3988807198507627,0.014510278113663845,0.9983873332355959,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.116,0.6272362175976633,0.625746577230543,0.9983873332355959,0.7693176683235426,0.7375308228618469,0.5066906436431909,0.39939267446595383,0.014993954050785973,0.9983873332355959,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.117,0.6273274917853231,0.6258040801323286,0.9983873332355959,0.7693611252330114,0.73857771574184,0.5068115626274715,0.3996484884896347,0.015235792019347038,0.9983873332355959,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.11800000000000001,0.6275100401606426,0.6259191176470589,0.9983873332355959,0.7694480537822722,0.7405911377708978,0.5070534005960325,0.40015979036774496,0.015719467956469165,0.9983873332355959,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.11900000000000001,0.6275100401606426,0.6259422687994116,0.9982407271661047,0.7694220012430081,0.7360480574766288,0.5071010165455675,0.4003767969661516,0.015961305925030228,0.9982407271661047,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.12,0.627692588535962,0.6260573740345715,0.9982407271661047,0.7695089563202803,0.7380286870172857,0.5073428545141285,0.4008873369976253,0.016444981862152357,0.9982407271661047,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.121,0.628057685286601,0.6262877115526122,0.9982407271661047,0.7696829254507432,0.7417152843477346,0.5078265304512507,0.40190711809394236,0.017412333736396616,0.9982407271661047,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.122,0.6281489594742606,0.6263453224174409,0.9982407271661047,0.76972643002487,0.7425844259146028,0.5079474494355312,0.4021617932114871,0.01765417170495768,0.9982407271661047,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.123,0.6284227820372399,0.6265182186234818,0.9982407271661047,0.7698569732602182,0.7450772911299227,0.5083102063883728,0.4029251714513262,0.01837968561064087,0.9982407271661047,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.124,0.6287878787878788,0.6267488954344624,0.9982407271661047,0.7700310998020922,0.7481570564128834,0.5087938823254949,0.40394150211301677,0.019347037484885126,0.9982407271661047,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.125,0.6286053304125593,0.6266801693979009,0.9979475150271221,0.7698919866538483,0.7388719995925674,0.5086472762560036,0.40386299498216177,0.019347037484885126,0.9979475150271221,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.126,0.6286053304125593,0.6266801693979009,0.9979475150271221,0.7698919866538483,0.7388719995925674,0.5086472762560036,0.40386299498216177,0.019347037484885126,0.9979475150271221,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.127,0.628696604600219,0.6267612118979649,0.9978009089576308,0.7699095022624435,0.7360610183201164,0.508815811189819,0.4043309326057019,0.019830713422007255,0.9978009089576308,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.128,0.6287878787878788,0.6268189353472094,0.9978009089576308,0.7699530516431925,0.7368788554287068,0.5089367301740996,0.40458436895885114,0.020072551390568318,0.9978009089576308,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.129,0.6289704271631983,0.6269344141488578,0.9978009089576308,0.7700401651864004,0.7384672070744289,0.5091785681426606,0.40509092084585663,0.020556227327690448,0.9978009089576308,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.13,0.6291529755385177,0.627049935507647,0.9978009089576308,0.7701272984441301,0.7399955559891176,0.5094204061112217,0.40559704549301145,0.021039903264812577,0.9978009089576308,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.131,0.6291529755385177,0.6270967741935484,0.9975076968186483,0.77007526455775,0.7333597078514912,0.5095156380102914,0.40602324887873353,0.021523579201934703,0.9975076968186483,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.132,0.6292442497261774,0.6271545764586598,0.9975076968186483,0.7701188455008489,0.7341380358928813,0.509636556994572,0.40627583010544566,0.02176541717049577,0.9975076968186483,0.8311530819334549,0.7473337461467155,5-class P4+P5
0.133,0.6293355239138372,0.6272123893805309,0.9975076968186483,0.7701624313769879,0.7349024909865618,0.5097574759788526,0.40652830501208576,0.022007255139056832,0.9975076968186483,0.8311530819334549,0.7473337461467155,5-class P4+P5
